Energy_supply;Energy_supply;Energy_supply;Energy_supply;Energy_supply;Energy_supply;Energy_supply;Energy_supply;Energy_supply
213;381;27;0;59;213;51;213;1158
208;358;32;0;78;208;87;225;1196
223;387;38;0;91;210;9;230;1188
231;416;26;0;97;213;0;223;1206
205;390;30;0;100;210;-24;226;1136
230;366;27;0;104;217;9;237;1192
286;388;24;0;115;212;5;243;1272
253;383;30;0;119;210;-41;257;1211
305;430;13;0;124;212;-47;265;1302
287;428;28;0;122;228;-32;290;1351
229;507;34;0;140;238;-94;311;1364
219;486;40;0;140;251;-86;310;1359
214;496;43;3;144;245;-116;327;1356
261;469;36;3;156;248;-98;317;1391
278;528;43;3;155;243;-117;330;1464
347;522;17;3;171;248;-98;333;1544
316;533;18;4;166;248;-91;368;1560
206;473;61;4;151;254;-52;343;1440
307;526;41;4;163;250;-91;368;1567
302;527;45;3;156;256;-113;367;1543
225;501;46;6;162;250;-95;386;1480
222;501;44;4;146;257;-116;341;1398
288;476;38;4;161;249;-80;395;1530
250;503;50;4;141;253;-116;387;1472
191;503;63;5;126;251;-142;424;1420
215;501;57;6;120;258;-179;422;1398
188;514;65;6;105;257;-147;440;1428
173;443;59;7;94;254;-118;449;1359
181;519;68;8;86;253;-163;456;1408
173;540;74;8;81;245;-203;483;1400
177;544;72;7;91;249;-209;494;1425
146;540;72;7;89;260;-219;499;1395
118;493;54;7;88;254;-194;492;1312
1404;4581;-5;0;408;102;-423;572;6639
1233;5050;-21;0;482;159;-471;577;7009
1227;5652;-10;0;565;161;-636;584;7542
1236;5361;0;0;590;160;-623;575;7300
1114;4589;9;0;658;199;-266;603;6907
1262;5123;8;0;707;172;-444;545;7373
1270;4981;19;0;738;196;-620;651;7236
1261;4993;16;0;788;333;-309;634;7715
1358;5367;21;0;873;436;-655;639;8038
1377;4825;12;0;906;668;-373;615;8029
1219;4115;-17;0;921;1149;-157;612;7842
1252;3523;-13;0;885;1188;204;614;7652
1117;3326;-48;0;942;1574;292;649;7852
1079;3287;-88;0;961;2086;166;643;8134
1053;3317;-83;0;1029;2445;91;681;8534
865;3162;-91;0;1035;2773;250;673;8666
826;3008;-106;0;1047;2897;485;725;8882
808;3239;-132;0;1042;3006;165;717;8844
872;3241;-151;0;1019;3316;286;624;9208
840;3283;-164;0;1090;3426;236;661;9372
889;3397;-190;0;1194;3615;257;744;9906
786;3298;-194;0;1192;3692;189;772;9736
620;3404;-221;0;1219;4017;119;740;9897
617;3323;-227;0;1163;3927;-29;748;9522
666;3409;-251;0;1238;4115;-3;743;9918
688;3584;-248;0;1369;4335;0;753;10479
606;3723;-235;0;1312;4314;-270;709;10159
715;3792;-207;0;1399;4233;-180;703;10454
642;3450;-227;0;1426;4301;116;728;10437
623;3571;-250;0;1497;4529;-129;698;10540
523;3669;-246;0;1572;4594;54;735;10900
562;3418;-277;0;1569;4765;219;671;10927
596;3669;-239;0;1646;4812;28;692;11204
575;3705;-223;0;1681;4890;32;706;11366
593;3665;-217;0;1718;4926;29;703;11416
547;3567;-228;0;1659;4911;88;687;11231
565;3534;-205;0;1611;4797;61;743;11108
534;3618;-173;0;1670;4794;-119;833;11158
465;3134;-93;0;1610;4470;245;843;10675
501;2804;-111;0;1784;4675;420;932;11006
472;2835;-203;0;1549;4826;497;820;10796
524;2481;-160;0;1600;4641;751;953;10789
555;2434;-174;0;1625;4622;719;1054;10835
412;2402;-242;0;1365;4762;727;990;10416
390;2534;-231;0;1467;4772;626;1013;10572
381;2474;-149;0;1603;4398;580;1084;10371
415;2490;-144;0;1612;4346;584;1062;10364
382;2328;-227;1;1542;4505;640;1141;10313
306;2119;-208;1;1572;4353;858;1150;10152
228;1455;-161;1;1464;3860;1127;1147;9120
5935;5139;25;0;704;68;746;155;12772
5765;5341;46;0;924;104;896;161;13235
5836;5666;42;0;1200;132;979;160;14013
5789;5290;25;0;1516;158;766;204;13749
5271;4679;30;0;1616;263;1066;201;13127
5562;5224;5;0;1708;322;1138;193;14151
5359;5230;23;0;1805;450;1114;208;14190
5464;5118;14;0;1970;479;1403;213;14661
5779;5581;7;0;2152;568;1023;216;15326
5904;5223;26;0;2144;607;800;251;14955
6002;4546;34;0;2047;716;834;264;14443
5877;4300;28;0;1902;814;764;279;13965
5870;3951;42;0;1973;854;1002;269;13961
6054;3941;15;0;2059;1141;1005;284;14500
6077;3830;9;0;2042;1516;1200;281;14955
5876;3847;22;0;2092;1427;1422;245;14932
5795;3768;27;0;2277;1551;1386;242;15045
5731;4076;7;0;2225;1716;1132;260;15146
5689;3904;3;0;2307;1769;970;245;14887
5384;3969;3;0;2302;1668;1115;264;14705
4802;3953;-2;0;2417;1606;1384;255;14416
4373;4323;-19;0;2378;1733;1086;273;14147
4113;4426;3;0;2499;1673;1016;280;14010
4009;4652;8;0;2562;1645;772;295;13943
3836;4438;17;0;2818;1671;998;310;14089
3801;4492;-19;0;3151;1746;1071;325;14567
3638;4369;-8;0;3012;1859;1199;368;14438
3551;4663;-2;0;3045;1763;928;402;14350
3380;4583;4;0;3014;1855;794;395;14025
3551;4606;11;0;3008;1850;620;447;14093
3621;4586;13;0;3165;1869;764;498;14515
3522;4603;36;0;3164;1798;529;538;14190
3548;4695;-12;0;3177;1801;319;628;14156
3581;4843;-9;0;3190;1823;124;723;14274
3429;4993;-16;0;3257;1779;-104;854;14191
3605;4856;-61;0;3320;1825;26;1039;14609
3605;4766;-60;0;3203;1533;-389;1200;13859
3358;4665;-72;0;3231;1620;-38;1270;14033
3017;4342;-44;0;3045;1472;-12;1285;13105
3305;4092;-54;0;3178;1533;291;1451;13797
3270;3999;-14;0;2914;1178;237;1496;13080
3356;4069;-74;0;2923;1085;152;1666;13178
3418;3999;-116;0;3061;1061;320;1716;13459
3333;3935;-122;0;2653;1060;293;1714;12865
3325;4026;-174;0;2728;1001;213;1812;12931
3234;4057;-182;0;2945;923;190;1816;12982
2990;4015;-189;0;3154;833;296;1924;13023
2915;3789;-175;0;3079;829;315;1957;12709
2255;3767;-118;0;3166;819;405;2029;12323
1811;3636;-68;0;3119;702;318;2074;11593
68;230;0;0;0;0;37;28;364
78;287;0;0;0;0;29;28;422
88;539;0;0;0;0;-159;27;495
97;477;0;0;0;0;-130;27;471
116;496;0;0;0;0;-146;26;492
137;461;0;0;0;0;-91;26;533
142;446;0;0;0;0;-41;26;573
128;496;0;0;0;0;-51;30;602
145;660;1;0;0;0;-199;32;639
137;600;2;0;0;0;-142;31;627
152;669;1;0;0;0;-240;31;613
165;635;3;0;3;0;-207;32;630
205;591;7;0;3;0;-174;27;659
221;533;9;0;3;0;-111;29;685
254;503;3;0;3;0;-57;29;735
260;663;5;0;4;0;-264;30;698
283;676;2;0;5;0;-248;31;750
310;650;1;0;6;0;-197;29;800
334;660;1;0;6;0;-145;28;884
338;663;3;0;6;0;-158;46;898
325;604;2;0;6;0;-83;51;905
342;648;2;0;5;0;-121;50;927
342;563;3;0;4;0;-46;51;916
355;658;1;0;2;0;-127;53;941
351;704;3;0;2;0;-166;56;950
333;790;5;0;2;0;-209;59;980
358;775;8;0;7;0;-188;59;1020
374;798;6;0;30;0;-192;59;1074
358;721;1;0;51;0;-117;63;1078
378;853;0;0;71;0;-230;64;1136
390;835;9;0;70;0;-189;59;1175
376;834;10;0;75;0;-170;63;1188
373;854;8;0;85;0;-165;69;1223
381;826;10;0;93;0;-134;70;1246
375;837;14;0;99;0;-128;72;1269
353;889;15;0;115;0;-182;78;1268
370;895;16;0;141;0;-229;74;1266
348;845;20;0;147;0;-159;74;1275
353;823;16;0;124;0;-162;81;1235
329;865;21;0;135;0;-285;93;1158
330;758;12;0;166;0;-237;93;1122
341;931;6;0;153;0;-423;106;1114
292;981;7;0;135;0;-549;113;979
280;1071;32;0;104;0;-621;106;971
235;1096;35;0;112;0;-627;122;973
183;1163;32;0;146;0;-688;116;952
202;1224;22;0;176;0;-767;110;967
191;1256;23;0;172;0;-822;119;939
134;1150;36;0;188;0;-703;120;924
71;1104;32;0;206;0;-723;127;818
329;280;16;0;136;0;13;23;797
323;302;16;0;147;0;7;23;819
331;332;17;0;175;0;9;27;891
318;361;17;0;186;0;14;26;922
306;404;15;0;207;0;8;20;959
316;415;15;0;248;0;9;23;1026
318;427;16;0;267;0;34;22;1083
362;451;16;0;293;0;54;20;1196
356;454;22;0;309;0;18;23;1182
353;418;27;0;334;0;34;22;1187
348;410;29;0;341;0;28;24;1180
356;384;31;0;357;0;27;23;1179
341;369;33;0;355;27;13;23;1161
341;384;37;0;362;41;11;29;1205
336;376;39;0;370;71;28;26;1246
326;385;38;0;392;81;-4;23;1241
327;372;38;0;389;120;17;23;1286
308;402;41;0;385;147;-31;20;1271
293;380;40;0;392;152;-15;21;1262
261;351;40;0;373;150;-1;32;1205
250;330;26;0;370;150;-13;34;1148
221;323;12;0;325;152;-16;34;1052
204;333;9;0;350;151;-6;35;1076
198;305;7;0;354;153;-11;36;1042
193;335;9;0;384;153;-30;37;1083
199;306;8;0;429;155;-23;37;1111
191;314;8;0;406;153;-19;36;1089
179;320;3;0;409;153;-25;36;1076
174;313;4;0;415;155;-29;37;1068
161;310;12;0;404;155;-32;36;1047
152;310;11;0;448;155;-42;38;1072
152;281;15;0;453;153;-20;38;1072
157;294;25;0;498;121;-39;39;1094
141;292;27;0;490;131;-31;41;1092
127;322;22;0;506;152;-28;73;1174
129;325;26;0;480;147;-17;74;1164
131;328;14;0;448;161;-23;82;1141
128;319;14;0;442;162;-26;86;1125
107;292;20;0;383;169;-11;110;1070
114;291;19;0;411;172;-17;120;1110
113;301;24;0;392;172;-41;125;1086
108;284;29;0;351;173;-38;127;1034
94;273;43;0;323;168;-36;135;1000
92;302;48;0;292;171;-34;126;998
99;300;49;0;314;173;-14;134;1055
92;299;46;0;336;176;-16;135;1068
94;295;46;0;358;176;12;134;1115
89;314;52;0;346;172;12;128;1113
77;303;45;0;354;178;27;130;1116
69;297;42;0;366;176;7;135;1092
34215;68937;27;0;27428;1131;2092;6723;140553
33788;73349;22;0;28880;1550;3129;7013;147729
35306;79535;23;0;29557;2060;2284;7121;155886
35206;77015;27;0;29845;2650;1760;7556;154058
34288;75522;15;0;28653;3666;1164;7493;150801
36668;80694;20;0;29827;4210;1459;7609;160486
36794;84303;19;0;29648;5237;625;7781;164406
37332;84747;19;0;30683;6143;2222;8314;169460
39331;86947;38;0;32355;6304;-121;8729;173583
40377;80852;57;0;32550;6792;45;8854;169527
40876;74820;55;0;31837;7998;721;8999;165306
40503;70948;48;0;30412;8594;1552;9316;161373
41113;69257;64;0;29912;9670;1766;9823;161604
42234;70741;76;0;31513;11571;1642;10295;168072
44299;69359;76;0;31816;13767;2129;10390;171836
43326;72406;76;0;30969;15057;1018;10562;173413
44728;72629;90;0;32559;16175;1970;10909;179061
45572;75159;110;0;33413;17493;1751;10974;184469
45554;76473;94;0;34841;18096;1508;11109;187675
44877;77947;59;1;35209;18838;-395;11433;187968
44121;78676;48;1;36901;19833;-1225;11785;190139
43027;81095;16;14;37478;20096;-1810;12162;192078
42540;83103;15;14;38930;20829;-2781;12351;195002
42529;84668;9;14;39818;21542;-2652;12305;198233
42494;84994;20;14;41829;22371;-2209;12807;202321
43572;87245;31;14;43590;22969;-2269;13178;208330
44206;90020;31;12;44001;22678;-3873;13190;210265
43738;90485;38;16;44264;23291;-4141;13229;210920
43461;89112;25;16;46393;24096;-1745;13353;214711
45611;90183;8;19;48435;24486;-2787;13644;219599
45403;89949;46;20;47697;24813;-2022;12941;218847
45910;89016;68;20;48948;24833;-1465;13200;220532
46634;91128;47;17;49682;24259;-1820;13709;223657
47795;93087;54;19;49862;25298;-2415;14236;227937
47585;92775;56;21;50477;25595;-2090;14854;229271
48114;92725;51;22;50835;25702;-3190;15395;229653
48630;92127;1;22;52991;24797;-4078;15961;230451
47300;90392;39;26;53502;24817;-5476;16661;227262
42765;85792;51;22;52138;24402;-4962;16941;217149
45139;86139;59;31;54823;24908;-4905;18229;224424
44174;85865;22;28;54808;22704;-6313;18735;220023
42228;86366;-14;31;56034;21235;-7365;19741;218256
42516;85084;51;34;56890;21355;-7023;20807;219715
41772;85866;44;36;56036;21538;-8623;21166;217835
39120;88206;35;44;57036;21444;-9867;21634;217652
37090;87520;36;46;59126;21387;-9498;22213;217919
36483;89109;-47;45;59811;21268;-10286;23048;219433
35324;88652;27;45;62298;21533;-10293;23859;221444
31432;87337;-9;46;64342;21601;-10034;24547;219263
27172;77485;-49;42;63259;20233;-7850;25047;205338
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
74880;94154;120;4;37653;19210;-2029;31383;255375
73432;95402;111;4;39603;20196;-3050;32023;257723
73038;98481;105;18;40241;20453;-3398;32561;261498
74679;101585;121;16;41797;21126;-4206;32970;268089
76719;103615;120;16;42924;21958;-3944;33399;274807
79607;104662;115;17;45202;22880;-2694;34103;283892
81749;108522;181;18;47134;23534;-2964;34688;292861
81714;112603;188;16;47976;23251;-4347;34925;296325
81531;113202;185;20;48360;23909;-4658;35044;297593
81859;113010;186;24;50782;24697;-2315;35318;303561
84969;116003;199;28;53100;25155;-4267;35657;310843
86456;116101;165;28;52827;25615;-3680;34876;312387
89576;115901;176;31;54506;25757;-2933;35400;318413
96877;119883;137;29;55598;25381;-3514;36092;330482
105415;124607;146;30;56337;26474;-4064;37071;346015
112171;124921;173;35;57524;26708;-4482;38006;355055
119136;126467;190;35;58399;26862;-5704;39114;364499
125962;126853;126;46;61138;26027;-6215;40042;373980
127439;126560;157;39;62367;26130;-8009;41290;375973
129028;124063;164;36;61830;25772;-8310;41637;374221
139378;126386;189;43;66145;26291;-7789;43645;394287
145838;127115;168;43;66769;24316;-9054;44060;399255
146900;129705;144;43;68617;22961;-10185;45819;404005
149299;129776;217;48;70592;23268;-9801;47764;411163
151471;131828;182;52;70447;23696;-11214;49039;415500
146651;135654;176;57;71796;24010;-12094;50060;416311
141507;136654;210;59;74329;24464;-12157;51820;416884
143380;139735;128;61;76216;24719;-12558;54038;425718
145810;141133;191;60;80096;25454;-13124;56196;435816
145170;141299;85;61;83279;26229;-12768;58273;441628
140942;..;..;..;82425;..;..;..;..
0;0;0;0;0;0;20;18;38
0;0;0;0;0;0;19;19;39
0;0;0;0;0;0;24;23;47
0;0;0;0;0;0;24;22;46
0;0;0;0;0;0;22;24;46
0;0;0;0;0;0;21;26;47
0;0;0;0;0;0;24;28;52
0;0;0;0;0;0;24;30;53
1;0;0;0;0;0;26;35;62
1;0;0;0;0;0;24;38;63
1;0;0;0;0;0;22;46;69
1;0;0;0;0;0;19;49;69
2;0;0;0;0;0;19;51;72
3;0;0;0;0;0;21;52;76
3;0;0;0;0;0;19;52;74
3;0;0;0;0;0;21;53;77
2;0;0;0;0;0;23;55;81
2;0;0;0;0;0;22;57;82
3;0;0;0;0;0;23;59;85
3;0;0;0;0;0;25;68;95
3;0;0;0;0;0;21;63;87
2;0;0;0;0;0;23;60;85
2;0;0;0;0;0;25;64;91
3;0;0;0;0;0;25;65;92
2;0;0;0;0;0;25;65;92
3;0;0;0;0;0;28;69;100
2;0;0;0;0;0;27;68;97
3;0;0;0;0;0;26;75;104
2;0;0;0;0;0;26;88;117
4;0;0;0;0;0;25;101;131
4;0;0;0;0;0;25;97;126
4;0;0;0;0;0;26;100;130
4;0;0;0;0;0;26;100;130
4;0;0;0;0;0;27;98;129
4;0;0;0;0;0;27;100;131
4;0;0;0;0;0;28;130;162
4;0;0;0;0;0;27;161;192
4;0;0;0;0;0;25;189;217
4;0;0;0;0;0;24;198;226
4;0;0;0;0;0;22;201;227
4;0;0;0;0;0;21;218;243
4;0;0;0;0;0;21;212;237
4;0;0;0;0;0;22;221;247
4;0;0;0;0;0;23;219;246
4;0;0;0;0;0;23;207;234
4;0;0;0;0;0;24;193;221
4;0;0;0;0;0;23;206;233
5;0;0;0;0;0;24;227;256
4;0;0;0;0;0;23;224;252
4;0;0;0;0;0;21;223;248
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
3881;2365;5;0;443;67;194;4779;11732
4206;2421;5;0;501;60;215;4862;12271
4414;2515;4;0;559;73;263;4894;12722
4630;2592;5;0;566;59;273;4974;13100
4883;2665;5;0;601;62;378;5122;13715
5162;2813;5;0;726;87;622;5133;14549
5367;3001;6;0;739;99;635;5243;15090
5593;3077;4;0;851;110;766;5342;15743
5523;3264;4;0;891;130;897;5431;16140
5946;4032;5;0;963;145;504;5492;17087
6110;4730;5;0;966;184;-41;5543;17496
6239;4917;5;0;972;212;-209;5621;17756
6454;5114;5;0;1054;212;-215;5637;18260
6587;5487;6;0;1083;194;-417;5749;18689
7329;5764;6;0;1188;186;-619;5907;19761
7713;5831;6;0;1332;189;-605;6098;20564
8222;6418;10;0;1400;205;-857;6295;21694
8944;6861;18;0;1493;185;-983;6484;23002
9778;7314;21;0;1507;163;-1065;6550;24268
10904;8464;19;0;2079;203;-1796;6646;26518
11682;8806;20;0;2278;287;-2021;6883;27935
12357;9169;18;0;2302;352;-2210;7062;29051
13668;9756;17;0;2048;359;-2338;7155;30665
14442;9869;14;0;1860;373;-2485;7451;31524
16082;9905;2;0;1841;394;-2189;7622;33657
15781;10404;0;0;1889;408;-1761;7764;34485
15544;10865;-4;0;2009;414;-1791;8139;35176
16496;11127;-6;0;2136;418;-1792;8577;36956
17460;11346;-14;0;2194;413;-1494;8899;38804
17495;11256;-13;0;2323;507;-1397;9099;39270
16531;..;..;..;2265;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
..;..;..;..;..;..;..;..;..
149;1769;0;0;662;0;-373;1924;4131
137;1785;0;0;791;0;-338;1958;4333
159;1854;0;0;833;0;-331;2001;4517
266;2005;0;0;866;0;-207;2030;4961
241;1906;0;0;981;0;-273;2113;4968
265;2139;0;0;1061;0;-145;2159;5479
369;2234;0;0;1102;0;-213;2186;5678
293;2126;0;0;1184;0;38;2228;5869
290;2159;0;0;1126;0;-92;2258;5741
373;2118;0;0;1186;0;64;2272;6013
503;2269;0;0;1112;0;153;2480;6518
602;2205;0;0;1156;0;138;2566;6666
642;2182;0;0;1228;0;275;2580;6908
647;2126;0;0;1302;0;258;2590;6922
855;2189;0;0;1188;0;525;2617;7374
926;2105;0;0;1226;0;624;2607;7488
1109;2222;0;0;1231;0;447;2649;7658
1189;2000;0;0;1168;0;583;2687;7627
1080;2042;0;0;1248;0;607;2783;7760
1278;2230;0;0;1440;0;498;2746;8192
1333;2189;0;0;1625;0;632;2664;8444
1751;2013;0;0;1493;0;770;2560;8586
1568;2062;0;0;1466;0;970;2481;8547
1195;2093;0;0;1529;0;1006;2436;8259
1512;2127;0;0;1533;0;1000;2434;8605
1662;2091;0;0;1585;0;892;2331;8561
1813;2170;2;0;1637;0;770;2388;8780
2025;2222;4;0;1622;0;901;2487;9261
2328;2272;5;0;1630;0;980;2485;9699
2879;2316;6;0;1642;0;839;2410;10092
3405;..;6;0;1493;0;..;2810;..
86;125;0;0;0;0;68;2;281
80;118;0;0;0;0;79;2;279
66;120;0;0;0;0;100;2;289
77;117;0;0;0;0;101;3;298
70;110;0;0;0;0;97;2;278
73;83;0;0;0;0;128;2;286
78;98;0;0;0;0;124;3;303
65;96;0;0;0;0;140;3;304
84;99;0;0;19;0;153;3;358
80;87;0;0;31;0;144;3;345
85;31;0;0;47;0;179;3;346
90;21;0;0;69;0;162;3;344
98;51;0;0;74;0;118;3;343
94;53;0;0;79;0;119;2;347
108;56;0;0;83;0;111;3;361
120;66;0;0;57;0;125;3;371
154;65;0;0;57;0;109;2;387
156;60;0;0;68;0;96;3;383
159;64;0;0;77;0;88;2;390
142;78;0;0;78;0;109;7;415
141;77;0;0;80;0;113;7;418
137;85;0;0;79;0;105;7;413
130;81;0;0;90;0;113;7;421
124;99;0;0;92;0;120;7;442
121;96;0;0;98;0;124;6;446
124;92;0;0;111;0;142;7;476
121;125;0;0;116;0;131;8;501
121;130;0;0;117;0;153;10;531
102;121;1;0;125;0;199;9;557
109;141;0;0;144;0;173;10;578
115;145;-1;0;150;0;183;10;601
112;137;2;0;154;0;187;11;603
106;138;4;0;153;0;177;10;588
99;126;6;0;153;0;212;12;606
112;142;7;0;146;0;189;15;612
100;135;6;0;166;0;190;18;614
98;145;5;0;178;0;181;20;628
97;136;2;0;189;0;174;24;622
86;120;3;0;179;0;186;28;602
82;124;2;0;197;0;168;28;601
82;126;2;0;173;0;134;33;550
99;131;1;0;169;0;115;34;550
86;120;8;0;161;0;133;38;547
85;117;8;0;156;0;127;43;536
93;144;2;0;157;0;113;48;558
88;137;-3;0;178;0;134;49;584
78;136;-2;0;181;0;121;59;573
63;130;0;0;188;0;134;66;580
43;115;2;0;191;0;148;72;571
35;122;-1;0;191;0;121;78;545
0;265;0;0;4;0;-30;0;240
0;270;0;0;4;0;-43;0;231
0;370;0;0;2;0;-47;0;325
0;296;0;0;2;0;-53;0;245
0;328;0;0;2;0;-36;0;294
0;315;0;0;2;0;-46;0;271
0;320;0;0;2;0;-52;0;270
0;340;-1;0;2;0;-56;0;286
0;338;-1;0;3;0;-22;0;318
0;316;-1;0;5;0;7;0;328
0;294;-1;0;5;0;6;0;305
24;352;-1;0;3;0;-48;0;331
44;312;-1;0;2;0;-50;0;308
71;298;-1;0;2;0;-51;0;318
77;268;-1;0;2;0;-39;10;317
86;300;-1;0;1;0;-20;12;378
91;329;-1;0;1;0;-17;13;417
89;329;-2;0;1;0;24;14;456
